,Member_number,Date,itemDescription,Transaction_id
1089,1298,26-07-2014,"['pastry', 'rolls/buns']",T12515
2946,1797,26-07-2014,"['detergent', 'sausage', 'bottled beer']",T12516
5071,2360,26-07-2014,"['tropical fruit', 'canned beer']",T12517
7938,3129,26-07-2014,"['pastry', 'hard cheese']",T12518
11741,4154,26-07-2014,"['domestic eggs', 'frozen fish']",T12519
13681,4658,26-07-2014,"['pip fruit', 'frozen vegetables', 'other vegetables']",T12520
3497,1937,26-07-2014,"['baking powder', 'sugar', 'popcorn']",T12521
10913,3925,26-07-2014,"['bottled water', 'margarine']",T12522
2221,1608,26-07-2014,"['whole milk', 'napkins', 'pastry']",T12523
10520,3820,26-07-2014,"['soda', 'butter milk', 'bottled beer']",T12524
5392,2447,26-07-2014,"['other vegetables', 'soda', 'chocolate', 'rolls/buns']",T12525
638,1174,26-07-2014,"['syrup', 'citrus fruit']",T12526
3182,1860,26-07-2014,"['semi-finished bread', 'soda']",T12527
1109,1305,26-07-2014,"['spread cheese', 'root vegetables']",T12528
6421,2722,26-07-2014,"['sweet spreads', 'root vegetables']",T12529
2529,1692,26-07-2014,"['dessert', 'fruit/vegetable juice', 'napkins']",T12530
824,1229,26-07-2014,"['brown bread', 'mustard']",T12531
2614,1717,26-07-2014,"['pip fruit', 'bottled water']",T12532
8181,3194,26-07-2014,"['tropical fruit', 'canned beer', 'pastry']",T12533
7462,3005,26-07-2014,"['beverages', 'frozen meals']",T12534
1602,1440,26-07-2014,"['rolls/buns', 'rolls/buns']",T12535
10163,3730,26-07-2014,"['onions', 'chicken']",T12536
11319,4042,26-07-2014,"['canned beer', 'frozen dessert']",T12537
2793,1761,26-07-2014,"['UHT-milk', 'tropical fruit']",T12538
3162,1854,26-07-2015,"['other vegetables', 'newspapers']",T12539
3379,1908,26-07-2015,"['butter', 'ice cream']",T12540
4827,2294,26-07-2015,"['bottled water', 'citrus fruit', 'red/blush wine', 'chocolate', 'bottled beer']",T12541
8682,3330,26-07-2015,"['curd', 'hamburger meat', 'chewing gum']",T12542
14281,4808,26-07-2015,"['fish', 'margarine', 'meat', 'abrasive cleaner', 'meat spreads']",T12543
11791,4166,26-07-2015,"['bottled beer', 'shopping bags', 'butter', 'pastry', 'yogurt']",T12544
14619,4898,26-07-2015,"['flour', 'sausage']",T12545
1823,1497,26-07-2015,"['butter milk', 'shopping bags']",T12546
7957,3135,26-07-2015,"['yogurt', 'onions']",T12547
11289,4035,26-07-2015,"['frozen dessert', 'yogurt']",T12548
3959,2060,26-07-2015,"['specialty fat', 'pip fruit']",T12549
2436,1660,26-07-2015,"['beef', 'specialty chocolate']",T12550
12666,4387,26-07-2015,"['canned beer', 'brown bread']",T12551
11525,4103,26-07-2015,"['chicken', 'whole milk']",T12552
9779,3622,26-07-2015,"['cake bar', 'soda']",T12553
10408,3790,26-07-2015,"['sweet spreads', 'sausage', 'domestic eggs']",T12554
2739,1748,26-08-2014,"['butter', 'bottled beer']",T12555
5535,2488,26-08-2014,"['newspapers', 'turkey', 'bottled water', 'other vegetables']",T12556
329,1094,26-08-2014,"['chocolate marshmallow', 'other vegetables']",T12557
3834,2029,26-08-2014,"['whole milk', 'sugar']",T12558
12915,4455,26-08-2014,"['root vegetables', 'soda']",T12559
1432,1393,26-08-2014,"['red/blush wine', 'pastry']",T12560
4042,2079,26-08-2014,"['turkey', 'domestic eggs']",T12561
14301,4814,26-08-2014,"['long life bakery product', 'grapes']",T12562
9573,3573,26-08-2014,"['frozen meals', 'yogurt']",T12563
759,1209,26-08-2014,"['ham', 'brown bread']",T12564
5215,2400,26-08-2014,"['domestic eggs', 'white bread', 'pip fruit']",T12565
12954,4464,26-08-2014,"['other vegetables', 'candy']",T12566
14778,4944,26-08-2014,"['dishes', 'meat']",T12567
7961,3137,26-08-2014,"['UHT-milk', 'beef']",T12568
5170,2390,26-08-2014,"['other vegetables', 'jam', 'other vegetables']",T12569
13654,4652,26-08-2014,"['frozen fish', 'chocolate', 'butter', 'yogurt']",T12570
9241,3489,26-08-2014,"['yogurt', 'long life bakery product', 'margarine', 'coffee']",T12571
9406,3529,26-08-2014,"['root vegetables', 'yogurt']",T12572
12645,4379,26-08-2014,"['salty snack', 'rolls/buns']",T12573
2665,1731,26-08-2014,"['other vegetables', 'processed cheese']",T12574
4821,2293,26-08-2014,"['house keeping products', 'shopping bags', 'salty snack']",T12575
9908,3662,26-08-2014,"['other vegetables', 'beverages']",T12576
8168,3190,26-08-2014,"['butter milk', 'kitchen towels']",T12577
11479,4091,26-08-2014,"['rolls/buns', 'cream cheese ']",T12578
14362,4828,26-08-2014,"['frozen vegetables', 'fruit/vegetable juice']",T12579
13170,4524,26-08-2015,"['fruit/vegetable juice', 'coffee', 'whole milk']",T12580
1097,1302,26-08-2015,"['rolls/buns', 'butter', 'citrus fruit']",T12581
9394,3526,26-08-2015,"['onions', 'white wine']",T12582
1731,1476,26-08-2015,"['shopping bags', 'yogurt']",T12583
5998,2609,26-08-2015,"['coffee', 'frankfurter']",T12584
9335,3511,26-08-2015,"['bottled water', 'frankfurter']",T12585
11723,4150,26-08-2015,"['tropical fruit', 'pastry']",T12586
1142,1315,26-08-2015,"['packaged fruit/vegetables', 'rolls/buns']",T12587
11464,4087,26-08-2015,"['long life bakery product', 'butter', 'frankfurter']",T12588
10687,3864,26-08-2015,"['bottled water', 'sugar']",T12589
114,1031,26-08-2015,"['cream cheese ', 'beverages']",T12590
11324,4044,26-08-2015,"['napkins', 'packaged fruit/vegetables', 'margarine']",T12591
10006,3685,26-08-2015,"['curd', 'female sanitary products', 'specialty chocolate', 'soda']",T12592
12309,4296,26-08-2015,"['yogurt', 'oil', 'whole milk']",T12593
14807,4952,26-08-2015,"['sausage', 'whole milk', 'pastry']",T12594
5428,2454,26-08-2015,"['sausage', 'soda', 'rolls/buns', 'soda', 'UHT-milk']",T12595
5301,2426,26-08-2015,"['chewing gum', 'specialty bar']",T12596
10224,3745,26-08-2015,"['chocolate', 'sausage']",T12597
6610,2771,26-08-2015,"['sausage', 'frankfurter']",T12598
14692,4924,26-08-2015,"['whole milk', 'specialty bar']",T12599
13470,4602,26-08-2015,"['coffee', 'beef', 'frozen vegetables']",T12600
383,1107,26-09-2014,"['shopping bags', 'rolls/buns']",T12601
13988,4730,26-09-2014,"['whole milk', 'root vegetables']",T12602
13849,4695,26-09-2014,"['frozen fish', 'pork', 'beverages']",T12603
10923,3927,26-09-2014,"['brown bread', 'whipped/sour cream', 'sugar']",T12604
1685,1465,26-09-2014,"['pastry', 'yogurt']",T12605
13792,4683,26-09-2014,"['UHT-milk', 'curd cheese']",T12606
5064,2359,26-09-2014,"['coffee', 'soda', 'shopping bags']",T12607
10211,3742,26-09-2014,"['shopping bags', 'soda']",T12608
3514,1940,26-09-2014,"['chocolate', 'hygiene articles']",T12609
12548,4353,26-09-2014,"['newspapers', 'bottled beer']",T12610
9058,3443,26-09-2014,"['sausage', 'domestic eggs']",T12611
14712,4931,26-09-2014,"['margarine', 'waffles']",T12612
9069,3448,26-09-2014,"['tea', 'beef']",T12613
256,1071,26-09-2014,"['roll products ', 'fruit/vegetable juice', 'yogurt']",T12614
14698,4925,26-09-2014,"['ketchup', 'pip fruit', 'bottled water', 'light bulbs']",T12615
966,1268,26-09-2014,"['sauces', 'white wine']",T12616
3166,1855,26-09-2014,"['hamburger meat', 'salty snack']",T12617
1181,1327,26-09-2014,"['roll products ', 'canned vegetables']",T12618
304,1086,26-09-2014,"['margarine', 'herbs', 'canned beer']",T12619
12792,4420,26-09-2014,"['bottled water', 'whole milk']",T12620
5185,2393,26-09-2014,"['yogurt', 'cream cheese ', 'sugar']",T12621
9837,3643,26-09-2014,"['male cosmetics', 'pastry']",T12622
13409,4586,26-09-2014,"['whole milk', 'bottled water', 'newspapers']",T12623
5300,2426,26-09-2014,"['whipped/sour cream', 'whole milk']",T12624
1838,1500,26-09-2014,"['shopping bags', 'specialty bar', 'pasta']",T12625
925,1255,26-09-2014,"['red/blush wine', 'soda']",T12626
729,1200,26-09-2015,"['dessert', 'candy', 'rolls/buns', 'canned fish']",T12627
500,1137,26-09-2015,"['other vegetables', 'sugar', 'whole milk', 'other vegetables']",T12628
2889,1784,26-09-2015,"['semi-finished bread', 'bottled water', 'curd']",T12629
7433,2996,26-09-2015,"['dishes', 'hygiene articles', 'frankfurter']",T12630
3633,1975,26-09-2015,"['root vegetables', 'yogurt']",T12631
8466,3273,26-09-2015,"['beef', 'citrus fruit']",T12632
4229,2134,26-09-2015,"['beef', 'liquor (appetizer)', 'frozen vegetables']",T12633
6382,2712,26-09-2015,"['other vegetables', 'whole milk']",T12634
13937,4719,26-09-2015,"['specialty bar', 'tropical fruit']",T12635
7227,2941,26-09-2015,"['other vegetables', 'yogurt']",T12636
437,1120,26-09-2015,"['pastry', 'condensed milk', 'tropical fruit', 'rice', 'chocolate marshmallow']",T12637
3894,2044,26-09-2015,"['shopping bags', 'domestic eggs']",T12638
9892,3658,26-09-2015,"['yogurt', 'beef', 'bottled beer', 'UHT-milk', 'whole milk', 'pip fruit', 'salty snack']",T12639
2784,1759,26-09-2015,"['ham', 'brown bread', 'oil', 'pork', 'other vegetables', 'whole milk', 'bottled beer']",T12640
1151,1318,26-09-2015,"['pastry', 'flour', 'specialty bar']",T12641
10288,3761,26-09-2015,"['rolls/buns', 'beef', 'brown bread', 'bottled beer', 'margarine', 'cat food']",T12642
10924,3928,26-09-2015,"['domestic eggs', 'whole milk']",T12643
12511,4341,26-10-2014,"['shopping bags', 'whipped/sour cream', 'coffee']",T12644
4887,2311,26-10-2014,"['pastry', 'soda']",T12645
8490,3282,26-10-2014,"['kitchen towels', 'rolls/buns']",T12646
6940,2860,26-10-2014,"['butter', 'beef']",T12647
10125,3719,26-10-2014,"['yogurt', 'pastry', 'whole milk']",T12648
6887,2846,26-10-2014,"['canned fish', 'shopping bags']",T12649
5862,2574,26-10-2014,"['jam', 'beverages']",T12650
6740,2803,26-10-2014,"['yogurt', 'coffee', 'oil']",T12651
1547,1426,26-10-2014,"['root vegetables', 'specialty cheese']",T12652
3827,2028,26-10-2014,"['specialty bar', 'canned beer']",T12653
8025,3153,26-10-2014,"['brown bread', 'whipped/sour cream']",T12654
13151,4517,26-10-2014,"['bottled water', 'coffee']",T12655
11015,3956,26-10-2014,"['domestic eggs', 'Instant food products', 'sugar']",T12656
11535,4105,26-10-2014,"['onions', 'liquor (appetizer)']",T12657
7650,3052,26-10-2014,"['ketchup', 'rolls/buns', 'hard cheese']",T12658
6916,2853,26-10-2014,"['other vegetables', 'semi-finished bread']",T12659
7351,2973,26-10-2014,"['beverages', 'soda']",T12660
8320,3233,26-10-2014,"['chocolate', 'waffles']",T12661
10933,3931,26-10-2014,"['canned beer', 'long life bakery product']",T12662
2664,1731,26-10-2014,"['long life bakery product', 'other vegetables']",T12663
3744,2006,26-10-2014,"['frozen potato products', 'pot plants']",T12664
13199,4529,26-10-2014,"['other vegetables', 'beef']",T12665
8178,3194,26-10-2014,"['soda', 'cake bar']",T12666
14540,4875,26-10-2015,"['bottled water', 'whole milk']",T12667
14648,4909,26-10-2015,"['bottled water', 'tropical fruit', 'domestic eggs', 'spread cheese']",T12668
3172,1856,26-10-2015,"['root vegetables', 'tropical fruit']",T12669
11914,4197,26-10-2015,"['yogurt', 'soda', 'pet care', 'newspapers', 'beef', 'sausage']",T12670
9246,3491,26-10-2015,"['female sanitary products', 'sausage']",T12671
7761,3084,26-10-2015,"['canned beer', 'frankfurter']",T12672
566,1153,26-10-2015,"['mustard', 'soft cheese', 'frankfurter']",T12673
12304,4295,26-10-2015,"['butter', 'chocolate', 'whole milk', 'fruit/vegetable juice', 'bottled water', 'frozen meals']",T12674
5908,2586,26-10-2015,"['meat', 'whipped/sour cream', 'cling film/bags']",T12675
8469,3275,26-10-2015,"['whole milk', 'flour', 'napkins']",T12676
10087,3709,26-10-2015,"['pork', 'citrus fruit', 'root vegetables', 'herbs', 'other vegetables']",T12677
9039,3438,26-10-2015,"['pork', 'dessert']",T12678
12489,4337,26-10-2015,"['tropical fruit', 'napkins', 'tropical fruit']",T12679
12411,4319,26-10-2015,"['whole milk', 'hard cheese']",T12680
3708,1997,26-10-2015,"['pip fruit', 'citrus fruit', 'beverages']",T12681
9360,3518,26-10-2015,"['pastry', 'beef']",T12682
10768,3890,26-10-2015,"['root vegetables', 'canned fish', 'white bread']",T12683
10467,3807,26-10-2015,"['canned beer', 'pip fruit', 'pork', 'seasonal products']",T12684
12288,4292,26-10-2015,"['yogurt', 'frankfurter']",T12685
1067,1293,26-10-2015,"['whole milk', 'specialty cheese']",T12686
4754,2273,26-10-2015,"['bottled beer', 'sausage']",T12687
14264,4804,26-11-2014,"['bottled beer', 'butter milk']",T12688
2234,1612,26-11-2014,"['canned vegetables', 'frozen meals']",T12689
9173,3474,26-11-2014,"['newspapers', 'roll products ']",T12690
9074,3450,26-11-2014,"['pastry', 'pip fruit']",T12691
6883,2845,26-11-2014,"['frozen chicken', 'sliced cheese']",T12692
4447,2193,26-11-2014,"['chocolate', 'root vegetables', 'candy']",T12693
11329,4046,26-11-2014,"['salty snack', 'citrus fruit', 'oil']",T12694
8480,3279,26-11-2014,"['candy', 'waffles', 'ketchup']",T12695
13987,4730,26-11-2014,"['other vegetables', 'sliced cheese']",T12696
3893,2044,26-11-2014,"['pip fruit', 'pastry']",T12697
7465,3005,26-11-2014,"['brown bread', 'margarine', 'newspapers']",T12698
2843,1774,26-11-2014,"['white bread', 'salty snack', 'yogurt']",T12699
344,1097,26-11-2014,"['hard cheese', 'whole milk']",T12700
5561,2496,26-11-2014,"['UHT-milk', 'zwieback']",T12701
2863,1778,26-11-2014,"['tropical fruit', 'photo/film']",T12702
2407,1654,26-11-2014,"['pip fruit', 'other vegetables']",T12703
7805,3095,26-11-2014,"['rolls/buns', 'soda']",T12704
12339,4302,26-11-2014,"['misc. beverages', 'specialty bar']",T12705
4995,2342,26-11-2014,"['other vegetables', 'long life bakery product']",T12706
9530,3560,26-11-2014,"['pickled vegetables', 'soft cheese']",T12707
5796,2555,26-11-2014,"['whipped/sour cream', 'frankfurter']",T12708
13715,4666,26-11-2014,"['bottled water', 'bottled beer']",T12709
12538,4351,26-11-2014,"['waffles', 'rolls/buns']",T12710
7332,2966,26-11-2014,"['pork', 'long life bakery product']",T12711
7365,2977,26-11-2014,"['waffles', 'processed cheese']",T12712
917,1251,26-11-2015,"['dessert', 'canned beer', 'fruit/vegetable juice']",T12713
11686,4139,26-11-2015,"['coffee', 'rolls/buns', 'soda']",T12714
9697,3600,26-11-2015,"['whole milk', 'hamburger meat']",T12715
10426,3794,26-11-2015,"['other vegetables', 'butter', 'berries', 'tropical fruit']",T12716
145,1040,26-11-2015,"['onions', 'packaged fruit/vegetables', 'chicken', 'tropical fruit']",T12717
1933,1526,26-11-2015,"['whole milk', 'yogurt', 'sausage']",T12718
1979,1540,26-11-2015,"['fruit/vegetable juice', 'root vegetables', 'skin care', 'frankfurter']",T12719
1556,1427,26-11-2015,"['pip fruit', 'rolls/buns', 'other vegetables', 'soda']",T12720
8226,3207,26-11-2015,"['bottled beer', 'soda']",T12721
10141,3724,26-11-2015,"['sausage', 'curd']",T12722
6225,2672,26-11-2015,"['pastry', 'frankfurter']",T12723
1403,1385,26-11-2015,"['whole milk', 'frozen vegetables']",T12724
4522,2215,26-11-2015,"['cream cheese ', 'citrus fruit']",T12725
13095,4503,26-11-2015,"['pastry', 'coffee']",T12726
5872,2578,26-11-2015,"['canned beer', 'rolls/buns']",T12727
3665,1985,26-11-2015,"['whole milk', 'rolls/buns', 'bottled water']",T12728
5810,2560,26-11-2015,"['misc. beverages', 'fruit/vegetable juice', 'soda', 'berries', 'sausage', 'pip fruit', 'pork', 'beef', 'root vegetables']",T12729
2141,1587,26-12-2014,"['margarine', 'curd']",T12730
181,1051,26-12-2014,"['shopping bags', 'shopping bags']",T12731
10982,3946,26-12-2014,"['salt', 'cake bar']",T12732
3668,1987,26-12-2014,"['long life bakery product', 'chocolate']",T12733
559,1152,26-12-2014,"['soda', 'curd cheese']",T12734
7574,3034,26-12-2014,"['pastry', 'bottled water']",T12735
13241,4540,26-12-2014,"['frozen vegetables', 'coffee']",T12736
3770,2013,26-12-2014,"['yogurt', 'onions']",T12737
4379,2175,26-12-2014,"['chicken', 'shopping bags']",T12738
1743,1478,26-12-2014,"['soft cheese', 'cream cheese ']",T12739
14133,4771,26-12-2014,"['newspapers', 'other vegetables', 'chewing gum']",T12740
6471,2737,26-12-2014,"['shopping bags', 'other vegetables', 'shopping bags']",T12741
14689,4923,26-12-2014,"['domestic eggs', 'white bread']",T12742
13683,4659,26-12-2014,"['pasta', 'sliced cheese']",T12743
14571,4883,26-12-2014,"['whole milk', 'UHT-milk']",T12744
10690,3864,26-12-2014,"['long life bakery product', 'butter']",T12745
3947,2056,26-12-2014,"['citrus fruit', 'soda']",T12746
1914,1521,26-12-2014,"['ham', 'cat food', 'seasonal products']",T12747
1529,1421,26-12-2014,"['beverages', 'shopping bags']",T12748
10676,3862,26-12-2014,"['bottled water', 'salty snack']",T12749
7874,3113,26-12-2014,"['cream cheese ', 'other vegetables']",T12750
9416,3531,26-12-2014,"['berries', 'butter']",T12751
5789,2553,26-12-2014,"['rolls/buns', 'bottled water']",T12752
7041,2885,26-12-2014,"['butter', 'long life bakery product']",T12753
4425,2187,26-12-2014,"['specialty bar', 'domestic eggs']",T12754
11665,4134,26-12-2014,"['specialty bar', 'brown bread', 'other vegetables', 'bottled water']",T12755
8914,3402,26-12-2014,"['bottled water', 'flour', 'flower (seeds)']",T12756
11299,4037,26-12-2014,"['pasta', 'ice cream']",T12757
11755,4158,26-12-2015,"['hard cheese', 'pip fruit']",T12758
6842,2834,26-12-2015,"['beef', 'cream cheese ']",T12759
6151,2652,26-12-2015,"['pip fruit', 'candy', 'pastry', 'margarine', 'soda', 'whole milk', 'chicken']",T12760
7160,2922,26-12-2015,"['pip fruit', 'onions']",T12761
13169,4524,26-12-2015,"['root vegetables', 'sliced cheese', 'whipped/sour cream']",T12762
7354,2974,26-12-2015,"['herbs', 'packaged fruit/vegetables']",T12763
12916,4455,26-12-2015,"['sausage', 'Instant food products']",T12764
11679,4137,26-12-2015,"['dessert', 'chicken']",T12765
5450,2463,26-12-2015,"['whole milk', 'soda']",T12766
8388,3251,26-12-2015,"['frankfurter', 'rolls/buns']",T12767
14909,4985,26-12-2015,"['hard cheese', 'root vegetables']",T12768
2646,1726,26-12-2015,"['pip fruit', 'napkins', 'other vegetables']",T12769
14959,4999,26-12-2015,"['herbs', 'bottled water']",T12770
6468,2736,26-12-2015,"['soda', 'butter milk']",T12771
8522,3289,26-12-2015,"['curd', 'chicken']",T12772
13313,4561,27-01-2014,"['berries', 'pastry']",T12773
9496,3552,27-01-2014,"['frozen meals', 'candy']",T12774
7226,2941,27-01-2014,"['rolls/buns', 'berries']",T12775
10115,3717,27-01-2014,"['pip fruit', 'frozen meals']",T12776
7479,3009,27-01-2014,"['yogurt', 'semi-finished bread']",T12777
10802,3899,27-01-2014,"['soda', 'whole milk']",T12778
12931,4458,27-01-2014,"['spread cheese', 'pip fruit']",T12779
13058,4494,27-01-2014,"['liquor', 'root vegetables']",T12780
11607,4121,27-01-2014,"['whole milk', 'bottled water']",T12781
14238,4797,27-01-2014,"['soft cheese', 'whole milk']",T12782
13020,4485,27-01-2014,"['pastry', 'dessert']",T12783
10532,3825,27-01-2014,"['shopping bags', 'cream cheese ']",T12784
5632,2515,27-01-2014,"['hamburger meat', 'tropical fruit']",T12785
6430,2725,27-01-2014,"['hamburger meat', 'soda']",T12786
12238,4279,27-01-2014,"['butter milk', 'berries']",T12787
2443,1662,27-01-2014,"['sugar', 'rolls/buns', 'fruit/vegetable juice']",T12788
12845,4435,27-01-2014,"['flour', 'root vegetables']",T12789
12391,4314,27-01-2014,"['margarine', 'whole milk']",T12790
9224,3486,27-01-2014,"['whole milk', 'whipped/sour cream']",T12791
8503,3284,27-01-2014,"['oil', 'dishes']",T12792
5164,2389,27-01-2014,"['butter milk', 'hamburger meat']",T12793
9131,3465,27-01-2014,"['condensed milk', 'long life bakery product', 'shopping bags']",T12794
14677,4918,27-01-2015,"['yogurt', 'canned fish', 'rolls/buns', 'fruit/vegetable juice', 'spices']",T12795
